dmr_make,dmr_model,age_band,band_years,approx_age_years,price_bracket_id,price_bracket_label,entry_price_dkk,entry_price_reference_km,exit_age_band,hold_years,shorter_than_6yr_horizon,horizon_available,resale_price_dkk,mileage_adjustment_factor,depreciation_dkk,depreciation_available,fuel_total_dkk,ejerafgift_total_dkk,repair_total_dkk,tco_total_dkk,tco_per_year,running_cost_per_year,standardized_pass_rate,raw_pass_rate,repair_burden_index,median_annual_fuel_cost_dkk,median_annual_ejerafgift_dkk,engagement_score,reliability_unstable,meets_stability_floor,dk_vehicle_count,n_nt_tests,price_n_listings,price_pooled_at_brand,price_calibration_factor,price_confidence,donor_model,excluded_from_rank,excluded_from_running_cost_rank,exclusion_reason,is_hybrid,is_diesel_dominant,cost_rank_in_group,cost_tier,value_for_money_score,value_for_money_weight_cost,value_for_money_weight_engagement,value_for_money_rank_in_group,value_for_money_tier,running_cost_rank_overall,running_cost_tier
BMW,1-Serie,2,2017-2019,8.0,4,"150,000-250,000 DKK",174885,139375,4,6.5,False,True,54469,0.8906,120416,True,71350,18980,16635,227382,34982,16456,0.7964,0.7818,0.8531,10976.987447698744,2920.0,0.6656,False,True,1961,386176,291,False,0.7098,high,,False,False,,False,False,44,B,0.5976,0.5,0.5,26,B,252,B
BMW,1-Serie,3,2014-2016,11.0,3,"90,000-150,000 DKK",120458,139375,4,3.5,True,True,65177,1.0657,55281,True,37632,9730,14722,117365,33533,17738,0.7193,0.7016,1.4021,10752.04918032787,2780.0,0.7068,False,True,925,346722,291,False,0.7098,high,,False,False,,False,True,104,C,0.5042,0.5,0.5,60,B,326,B
BMW,1-Serie,4,2010-2013,14.5,2,"50,000-90,000 DKK",61158,207833,,,,False,,,,False,,,,,19572,19572,0.6738,0.6564,1.8762,11023.109243697478,2920.0,0.5238,False,True,682,278804,291,False,0.6677,high,,False,False,,False,True,33,A,0.7266,0.5,0.5,11,S,397,C
HYUNDAI,Tucson,1,2020-2022,5.0,5,"Above 250,000 DKK",263084,105250,3,6.0,False,True,99111,0.8002,163973,True,41494,5520,5101,216089,36015,8686,0.8405,0.8406,0.2834,6915.745856353591,920.0,0.5557,False,True,2128,257700,596,False,0.7098,high,,False,False,,True,False,4,S,0.6296,0.5,0.5,15,A,16,S
HYUNDAI,Tucson,2,2017-2019,8.0,4,"150,000-250,000 DKK",191803,139375,4,,False,True,,,,False,,,,,18284,18284,0.7889,0.7852,0.4212,12860.29411764706,4160.0,0.534,False,True,1117,105588,596,False,0.7098,high,,True,False,no_exit_band_data,False,True,,,,,,,,344,B
HYUNDAI,Tucson,3,2014-2016,11.0,3,"90,000-150,000 DKK",123853,139375,4,,True,True,,,,False,,,,,19377,19377,0.6679,0.6567,0.9348,12612.980769230766,3960.0,0.4536,True,False,340,1675,596,False,0.7098,high,,True,True,no_exit_band_data,False,True,,,,,,,,,
CITROËN,C5 Aircross,1,2020-2022,5.0,4,"150,000-250,000 DKK",196923,105250,3,,False,True,,,,False,,,,,8249,8249,,0.8632,0.2979,6435.732647814911,920.0,0.5921,True,False,2386,1148,62,False,0.7098,medium,,True,True,no_exit_band_data,True,False,,,,,,,,,
CITROËN,C5 Aircross,2,2017-2019,8.0,3,"90,000-150,000 DKK",121629,139375,4,,False,True,,,,False,,,,,13169,13169,,,,9789.179104477611,3380.0,0.4943,True,False,601,0,62,False,0.7098,medium,,True,True,no_exit_band_data,False,True,,,,,,,,,
KIA,CEED,1,2020-2022,5.0,4,"150,000-250,000 DKK",159784,105250,3,6.0,False,True,54785,0.8002,104999,True,35563,6240,5836,152637,25440,7940,0.8244,0.8167,0.3242,5927.1817,1039.9781,0.2695,False,True,5491,101379,203,False,0.7098,high,,False,False,,True,False,3,S,0.5122,0.5,0.5,38,B,9,S
KIA,CEED,2,2017-2019,8.0,3,"90,000-150,000 DKK",99047,139375,4,6.5,False,True,51515,0.8906,47532,True,76758,16770,11571,152632,23482,16169,0.7248,0.7115,0.5934,11808.962264150945,2580.0,0.6326,False,True,3455,126378,203,False,0.7098,high,,False,False,,False,False,23,A,0.7521,0.5,0.5,12,S,238,B
KIA,CEED,3,2014-2016,11.0,2,"50,000-90,000 DKK",68462,139375,4,3.5,True,True,61642,1.0657,6820,True,40460,9733,12416,69429,19837,17888,0.5954,0.5803,1.1825,11559.9081,2780.8273,0.5491,False,True,3723,121490,203,False,0.6677,high,,False,False,,False,True,39,A,0.723,0.5,0.5,12,S,329,B
KIA,CEED,4,2010-2013,14.5,2,"50,000-90,000 DKK",57841,207833,,,,False,,,,False,,,,,20208,20208,0.5132,0.5091,1.6833,11693.6108,3464.742,0.4961,False,True,4981,83056,203,False,0.6677,high,,False,False,,False,True,48,B,0.6223,0.5,0.5,31,A,412,C
RENAULT,SCENIC,1,2020-2022,5.0,3,"90,000-150,000 DKK",133207,105250,3,6.0,False,True,51169,0.8002,82038,True,73284,20580,7420,183321,30554,16881,0.7818,0.7898,0.4122,12213.917234201417,3430.0,0.4448,False,True,12,8846,485,False,0.7098,high,,True,True,insufficient_dk_fleet,False,True,,,,,,,,,
RENAULT,SCENIC,2,2017-2019,8.0,3,"90,000-150,000 DKK",97387,139375,4,6.5,False,True,32830,0.8906,64557,True,68211,18070,17480,168318,25895,15963,0.6413,0.644,0.8964,10493.999999999998,2780.0,0.1753,False,True,721,28470,485,False,0.6677,high,,False,False,,False,True,44,B,0.3193,0.5,0.5,97,C,226,B
RENAULT,SCENIC,3,2014-2016,11.0,2,"50,000-90,000 DKK",63943,139375,4,3.5,True,True,39284,1.0657,24659,True,37632,10220,13558,86068,24591,17546,0.5589,0.5536,1.2912,10752.04918032787,2920.0,0.1861,False,True,237,45126,485,False,0.6677,high,,False,False,,False,True,119,C,0.0791,0.5,0.5,138,D,312,B
RENAULT,SCENIC,4,2010-2013,14.5,1,"Up to 50,000 DKK",36862,207833,,,,False,,,,False,,,,,21137,21137,0.5024,0.5051,1.7864,11817.567567567568,3960.0,0.4043,False,True,907,55020,485,False,0.6677,high,,False,False,,False,True,63,C,0.3467,0.5,0.5,63,C,440,C
FORD,B-MAX,2,2017-2019,8.0,2,"50,000-90,000 DKK",55443,139375,4,6.5,False,True,42649,0.8906,12794,True,79768,5980,11396,109938,16914,14945,0.6781,0.7263,0.5844,12272.058823529414,920.0,0.2974,False,True,200,114495,107,False,0.6677,high,,False,False,,False,False,6,S,0.5252,0.5,0.5,67,B,175,B
FORD,B-MAX,3,2014-2016,11.0,2,"50,000-90,000 DKK",50802,139375,4,,True,True,51034,1.0657,-232,False,,,,,15706,15706,0.6107,0.6549,0.8381,12272.058823529414,920.0,0.3135,False,True,968,67336,107,False,0.6677,high,,True,False,non_positive_depreciation,False,False,,,,,,,,215,B
FORD,B-MAX,4,2010-2013,14.5,1,"Up to 50,000 DKK",47887,207833,,,,False,,,,False,,,,,16342,16342,,0.6235,1.05,12272.058823529414,920.0,0.2974,True,False,606,324,107,False,0.6677,high,,True,True,reliability_unstable,False,False,,,,,,,,,
OPEL,ASTRA SPORTS TOURER,1,2020-2022,5.0,4,"150,000-250,000 DKK",162529,105250,3,6.0,False,True,50086,0.8002,112443,True,57240,20280,6824,196787,32798,14057,0.8262,0.8159,0.3791,9540.0,3380.0,0.4065,False,True,3,386690,1018,False,0.7098,high,,True,True,insufficient_dk_fleet,False,True,,,,,,,,,
OPEL,ASTRA SPORTS TOURER,2,2017-2019,8.0,3,"90,000-150,000 DKK",96132,139375,4,6.5,False,True,38047,0.8906,58085,True,64839,18070,13046,154040,23699,14762,0.7257,0.7134,0.669,9975.28517110266,2780.0,0.4601,False,True,84,614076,1018,False,0.6677,high,,False,False,,False,True,26,A,0.5672,0.5,0.5,47,B,163,B
OPEL,ASTRA SPORTS TOURER,3,2014-2016,11.0,2,"50,000-90,000 DKK",62589,139375,4,3.5,True,True,45526,1.0657,17063,True,35868,9730,10416,73077,20879,16004,0.654,0.6412,0.992,10248.046874999998,2780.0,0.437,False,True,103,628012,1018,False,0.6677,high,,False,False,,False,True,59,B,0.4964,0.5,0.5,76,B,228,B
OPEL,ASTRA SPORTS TOURER,4,2010-2013,14.5,1,"Up to 50,000 DKK",42719,207833,,,,False,,,,False,,,,,23810,23810,0.566,0.5578,1.5284,15265.243902439028,3960.0,0.3851,False,True,1133,651650,1018,False,0.6677,high,,False,False,,False,True,70,D,0.2667,0.5,0.5,68,C,485,D
MERCEDES-BENZ,GLB,1,2020-2022,5.0,5,"Above 250,000 DKK",524695,105250,3,,False,True,,,,False,,,,,17981,17981,0.8837,0.8833,0.3983,12145.83333333333,4640.0,0.6238,False,True,1319,4594,52,False,0.7098,medium,,True,False,no_exit_band_data,False,True,,,,,,,,335,B
BMW,3-Serie,1,2020-2022,5.0,5,"Above 250,000 DKK",395141,105250,3,6.0,False,True,109703,0.8002,285438,True,41266,5520,8181,340405,56734,9161,0.8807,0.8674,0.4545,6877.747252747254,920.0,0.5798,False,True,1921,313391,1088,False,0.7098,high,,False,False,,False,False,31,B,0.3981,0.5,0.5,42,C,23,S
BMW,3-Serie,2,2017-2019,8.0,4,"150,000-250,000 DKK",221426,139375,4,6.5,False,True,67886,0.8906,153540,True,74466,21970,14841,264818,40741,17120,0.8301,0.8044,0.7611,11456.331877729259,3380.0,0.7126,False,True,2680,382771,1088,False,0.7098,high,,False,False,,False,True,65,C,0.5549,0.5,0.5,30,B,293,B
BMW,3-Serie,3,2014-2016,11.0,3,"90,000-150,000 DKK",137090,139375,4,3.5,True,True,81232,1.0657,55858,True,40450,10220,13920,120448,34414,18454,0.7446,0.7145,1.3257,11557.268722466959,2920.0,0.716,False,True,1926,380196,1088,False,0.7098,high,,False,False,,False,True,106,C,0.5042,0.5,0.5,61,B,350,B
BMW,3-Serie,4,2010-2013,14.5,2,"50,000-90,000 DKK",76223,207833,,,,False,,,,False,,,,,21675,21675,0.6959,0.6717,1.7992,12316.901408450702,3960.0,0.7378,False,True,863,406242,1088,False,0.6677,high,,False,False,,False,True,77,B,0.6978,0.5,0.5,19,A,452,C
VOLKSWAGEN,TIGUAN,1,2020-2022,5.0,5,"Above 250,000 DKK",304114,105250,3,6.0,False,True,129626,0.8002,174488,True,76638,14640,4856,270622,45104,16022,0.8791,0.8735,0.2698,12772.959183673469,2440.0,0.5971,False,True,1425,320154,958,False,0.7098,high,,False,False,,False,False,16,A,0.5741,0.5,0.5,19,B,230,B
VOLKSWAGEN,TIGUAN,2,2017-2019,8.0,4,"150,000-250,000 DKK",229305,139375,4,6.5,False,True,78038,0.8906,151267,True,87488,30160,9058,277972,42765,19493,0.8182,0.8088,0.4645,13459.677419354839,4640.0,0.5363,False,True,4313,215326,958,False,0.7098,high,,False,False,,False,True,71,C,0.2561,0.5,0.5,78,D,390,C
VOLKSWAGEN,TIGUAN,3,2014-2016,11.0,4,"150,000-250,000 DKK",161986,139375,4,3.5,True,True,93380,1.0657,68606,True,52470,21140,9214,151429,43266,23664,0.7192,0.7017,0.8775,14991.428571428569,6040.0,0.5773,False,True,562,118620,958,False,0.7098,high,,False,False,,False,True,72,C,0.311,0.5,0.5,71,C,482,D
VOLKSWAGEN,TIGUAN,4,2010-2013,14.5,2,"50,000-90,000 DKK",87622,207833,,,,False,,,,False,,,,,26970,26970,0.6557,0.6305,1.3935,15709.580838323353,7080.0,0.4577,False,True,423,67681,958,False,0.6677,high,,False,False,,False,True,134,D,0.2554,0.5,0.5,128,D,520,D
VOLKSWAGEN,Golf Sportsvan,1,2020-2022,5.0,4,"150,000-250,000 DKK",174835,105250,3,6.0,False,True,65542,0.8002,109293,True,72216,9600,4874,195984,32664,14448,0.8795,0.875,0.2708,12036.057692307691,1600.0,0.7048,False,True,458,693637,827,False,0.7098,high,,False,False,,False,False,26,B,0.7805,0.5,0.5,7,S,149,A
VOLKSWAGEN,Golf Sportsvan,2,2017-2019,8.0,3,"90,000-150,000 DKK",121662,139375,4,,False,True,,,,False,,,,,15551,15551,0.8319,0.8226,0.4246,12517.500000000002,1760.0,0.604,False,True,2359,760031,827,False,0.7098,high,,True,False,no_exit_band_data,False,False,,,,,,,,211,B
VOLKSWAGEN,Golf Sportsvan,3,2014-2016,11.0,2,"50,000-90,000 DKK",81904,139375,4,,True,True,,,,False,,,,,17384,17384,0.7319,0.713,0.8617,13039.062500000002,1760.0,0.5814,False,True,1916,644906,827,False,0.6677,high,,True,False,no_exit_band_data,False,False,,,,,,,,307,B
HONDA,CIVIC,1,2020-2022,5.0,4,"150,000-250,000 DKK",206456,105250,3,6.0,False,True,85692,0.8002,120764,True,76638,14640,5677,217719,36287,16159,0.8573,0.8587,0.3154,12772.959183673469,2440.0,0.7871,False,True,158,151099,802,False,0.7098,high,,False,False,,False,False,48,B,0.7073,0.5,0.5,10,A,237,B
HONDA,CIVIC,2,2017-2019,8.0,4,"150,000-250,000 DKK",157574,139375,4,6.5,False,True,50837,0.8906,106737,True,83024,15860,9723,215344,33130,16709,0.8097,0.8076,0.4986,12772.959183673469,2440.0,0.6476,False,True,1173,176814,802,False,0.7098,high,,False,False,,False,False,31,B,0.6463,0.5,0.5,18,A,265,B
HONDA,CIVIC,3,2014-2016,11.0,3,"90,000-150,000 DKK",107084,139375,4,3.5,True,True,60831,1.0657,46253,True,35868,9730,11094,102945,29413,16198,0.6895,0.6818,1.0566,10248.046874999998,2780.0,0.5286,False,True,1612,169956,802,False,0.7098,high,,False,False,,False,True,73,B,0.4202,0.5,0.5,80,B,240,B
HONDA,CIVIC,4,2010-2013,14.5,2,"50,000-90,000 DKK",57080,207833,,,,False,,,,False,,,,,24306,24306,0.579,0.5609,1.8535,15265.243902439028,3480.0,0.7306,False,True,635,312866,802,False,0.6677,high,,False,False,,False,False,116,C,0.554,0.5,0.5,53,B,492,D
VOLKSWAGEN,CADDY,1,2020-2022,5.0,4,"150,000-250,000 DKK",238835,105250,3,6.0,False,True,72818,0.8002,166017,True,79476,14640,11826,271959,45326,17657,0.7961,0.7699,0.657,13246.03174603175,2440.0,0.276,False,True,284,123004,378,False,0.7098,high,,False,False,,False,False,77,D,0.0671,0.5,0.5,83,D,319,B
VOLKSWAGEN,CADDY,2,2017-2019,8.0,3,"90,000-150,000 DKK",141538,139375,4,6.5,False,True,54389,0.8906,87149,True,90909,16770,18866,213694,32876,19469,0.7365,0.7036,0.9675,13986.033519553073,2580.0,0.2783,False,True,445,143064,378,False,0.7098,high,,False,False,,False,False,100,C,0.1345,0.5,0.5,119,D,388,C
VOLKSWAGEN,CADDY,3,2014-2016,11.0,3,"90,000-150,000 DKK",90997,139375,4,3.5,True,True,65082,1.0657,25915,True,48951,9030,14342,98238,28068,20664,0.6792,0.6439,1.3659,13986.033519553073,2580.0,0.2734,False,True,559,132153,378,False,0.6677,high,,False,False,,False,False,69,B,0.2605,0.5,0.5,108,C,429,C
VOLKSWAGEN,CADDY,4,2010-2013,14.5,2,"50,000-90,000 DKK",61069,207833,,,,False,,,,False,,,,,27022,27022,0.6293,0.5983,1.8905,17030.612244897962,4320.0,0.2663,False,True,2099,105036,378,False,0.6677,high,,False,False,,False,False,135,D,0.0396,0.5,0.5,140,D,521,D
HYUNDAI,I30,1,2020-2022,5.0,4,"150,000-250,000 DKK",151519,105250,3,6.0,False,True,53051,0.8002,98468,True,69162,9285,6003,182918,30486,14075,0.8258,0.8194,0.3335,11526.9859,1547.468,0.4407,False,True,1564,76172,360,False,0.7098,high,,False,False,,False,False,17,A,0.5122,0.5,0.5,39,B,128,A
HYUNDAI,I30,2,2017-2019,8.0,3,"90,000-150,000 DKK",114408,139375,4,6.5,False,True,37821,0.8906,76587,True,80289,10958,13580,181414,27910,16127,0.6974,0.6846,0.6964,12352.1976,1685.9019,0.4527,False,True,2833,123066,360,False,0.6677,high,,False,False,,False,False,66,B,0.3908,0.5,0.5,83,B,235,B
HYUNDAI,I30,3,2014-2016,11.0,2,"50,000-90,000 DKK",66295,139375,4,3.5,True,True,45257,1.0657,21038,True,35880,9730,12231,78880,22537,16526,0.5823,0.5773,1.1649,10251.4163,2780.0349,0.4501,False,True,4014,116869,360,False,0.6677,high,,False,False,,False,True,89,B,0.4029,0.5,0.5,103,C,255,B
HYUNDAI,I30,4,2010-2013,14.5,1,"Up to 50,000 DKK",42466,207833,,,,False,,,,False,,,,,18534,18534,0.5226,0.5295,1.5177,10792.1588,3189.0753,0.389,False,True,7321,82590,360,False,0.6677,high,,False,False,,False,True,38,B,0.4933,0.5,0.5,39,B,351,B
HYUNDAI,Ioniq,1,2020-2022,5.0,4,"150,000-250,000 DKK",152301,105250,3,6.0,False,True,47734,0.8002,104567,True,29569,5520,4378,144034,24006,6578,0.8782,0.8683,0.2432,4928.149606299213,920.0,0.2906,False,True,778,80426,3481,True,0.7098,low,,False,False,,True,False,2,S,0.5366,0.5,0.5,34,B,1,S
HYUNDAI,Ioniq,2,2017-2019,8.0,3,"90,000-150,000 DKK",99482,139375,4,,False,True,,,,False,,,,,7433,7433,0.8483,0.834,0.3516,5337.953091684436,1040.0,0.288,False,True,1056,12190,3481,True,0.6677,low,,True,False,no_exit_band_data,True,False,,,,,,,,4,S
HYUNDAI,Ioniq,3,2014-2016,11.0,2,"50,000-90,000 DKK",59650,139375,4,,True,True,,,,False,,,,,9435,9435,,,,8515.306122448981,920.0,0.3481,True,False,5,0,3481,True,0.6677,low,,True,True,no_exit_band_data,True,False,,,,,,,,,
KIA,RIO,1,2020-2022,5.0,3,"90,000-150,000 DKK",93671,105250,3,6.0,False,True,45489,0.8002,48182,True,68277,9600,5069,131128,21855,13824,0.824,0.8361,0.2816,11379.545454545456,1600.0,0.4386,False,True,978,75096,218,False,0.6677,high,,False,False,,False,False,12,S,0.5966,0.5,0.5,38,B,115,A
KIA,RIO,2,2017-2019,8.0,2,"50,000-90,000 DKK",73368,139375,4,6.5,False,True,38691,0.8906,34677,True,66692,9880,11647,122896,18907,13572,0.7147,0.7345,0.5973,10260.245901639346,1520.0,0.4316,False,True,4516,117793,218,False,0.6677,high,,False,False,,False,False,22,A,0.6223,0.5,0.5,32,A,108,A
KIA,RIO,3,2014-2016,11.0,2,"50,000-90,000 DKK",56845,139375,4,3.5,True,True,46298,1.0657,10547,True,41137,3220,11248,66152,18901,15887,0.5939,0.6096,1.0712,11753.521126760563,920.0,0.4207,False,True,10221,103626,218,False,0.6677,high,,False,False,,False,False,21,A,0.6187,0.5,0.5,34,A,222,B
KIA,RIO,4,2010-2013,14.5,1,"Up to 50,000 DKK",43443,207833,,,,False,,,,False,,,,,16844,16844,0.5144,0.5408,1.39,11753.521126760563,920.0,0.4527,False,True,5832,58214,218,False,0.6677,high,,False,False,,False,False,16,A,0.7467,0.5,0.5,5,S,272,B
RENAULT,Captur,1,2020-2022,5.0,4,"150,000-250,000 DKK",177330,105250,3,6.0,False,True,63837,0.8002,113493,True,69542,9600,6120,198754,33126,14210,0.8092,0.8283,0.34,11590.277777777777,1600.0,0.3793,False,True,5636,229666,340,False,0.7098,high,,False,False,,True,False,30,B,0.3841,0.5,0.5,61,C,133,A
RENAULT,Captur,2,2017-2019,8.0,3,"90,000-150,000 DKK",122802,139375,4,6.5,False,True,57050,0.8906,65752,True,79768,15860,12837,174217,26803,16687,0.699,0.7211,0.6583,12272.058823529414,2440.0,0.2623,False,True,5436,217199,340,False,0.7098,high,,False,False,,False,False,58,B,0.2899,0.5,0.5,101,C,263,B
RENAULT,Captur,3,2014-2016,11.0,2,"50,000-90,000 DKK",79774,139375,4,3.5,True,True,68266,1.0657,11508,True,42952,6160,10694,71315,20376,17088,0.6013,0.6196,1.0185,12272.058823529414,1760.0,0.2779,False,True,7019,46791,340,False,0.6677,high,,False,False,,False,False,51,B,0.3525,0.5,0.5,115,C,290,B
RENAULT,Captur,4,2010-2013,14.5,2,"50,000-90,000 DKK",64056,207833,,,,False,,,,False,,,,,13192,13192,,,,12272.058823529414,920.0,0.2408,True,False,790,0,340,False,0.6677,high,,True,True,reliability_unstable,False,False,,,,,,,,,
PEUGEOT,108,1,2020-2022,5.0,2,"50,000-90,000 DKK",51788,105250,3,6.0,False,True,34057,0.8002,17731,True,50576,7680,5699,81686,13614,10659,0.8165,0.8471,0.3166,8429.292929292931,1280.0,0.3628,False,True,3639,111550,38,False,0.6677,medium,,False,False,,False,False,1,S,0.5971,0.5,0.5,37,A,35,S
PEUGEOT,108,2,2017-2019,8.0,1,"Up to 50,000 DKK",46420,139375,4,,False,True,,,,False,,,,,11354,11354,0.7445,0.7993,0.4706,8662.629757785468,1280.0,0.3652,False,True,5149,136612,38,False,0.6677,medium,,True,False,no_exit_band_data,False,False,,,,,,,,46,S
PEUGEOT,108,3,2014-2016,11.0,1,"Up to 50,000 DKK",42559,139375,4,,True,True,,,,False,,,,,12382,12382,0.6794,0.7497,0.6477,9519.011406844107,920.0,0.3319,False,True,6801,16631,38,False,0.6677,medium,,True,False,no_exit_band_data,False,False,,,,,,,,63,A
SKODA,OCTAVIA COMBI,1,2020-2022,5.0,4,"150,000-250,000 DKK",238759,105250,3,6.0,False,True,68845,0.8002,169914,True,33306,6240,4952,214412,35735,7416,0.8773,0.8508,0.2751,5550.9977827051,1040.0,0.5077,False,True,38,205326,152,False,0.7098,high,,True,True,insufficient_dk_fleet,True,False,,,,,,,,,
SKODA,OCTAVIA COMBI,2,2017-2019,8.0,3,"90,000-150,000 DKK",144849,139375,4,6.5,False,True,48890,0.8906,95959,True,78584,18070,8500,201113,30941,16178,0.8303,0.7932,0.4359,12089.861751152073,2780.0,0.7343,False,True,101,207012,152,False,0.7098,high,,False,False,,False,True,87,C,0.5924,0.5,0.5,41,B,239,B
SKODA,OCTAVIA COMBI,3,2014-2016,11.0,2,"50,000-90,000 DKK",86031,139375,4,3.5,True,True,58502,1.0657,27529,True,43811,6160,8748,86248,24642,16777,0.7258,0.6908,0.8331,12517.500000000002,1760.0,0.7458,False,True,5002,140318,152,False,0.6677,high,,False,False,,False,False,120,C,0.5468,0.5,0.5,57,B,270,B
SKODA,OCTAVIA COMBI,4,2010-2013,14.5,2,"50,000-90,000 DKK",54894,207833,,,,False,,,,False,,,,,20249,20249,0.6335,0.5991,1.3609,13246.03174603175,2920.0,0.5089,False,True,3291,114783,152,False,0.6677,high,,False,False,,False,True,49,B,0.6403,0.5,0.5,28,A,414,C
CITROËN,C4,1,2020-2022,5.0,3,"90,000-150,000 DKK",137807,105250,3,6.0,False,True,47687,0.8002,90120,True,67058,9600,10426,177203,29534,14514,0.7553,0.7456,0.5792,11176.339285714288,1600.0,0.5006,False,True,774,166017,190,False,0.7098,high,,False,False,,False,False,78,B,0.3739,0.5,0.5,86,C,154,A
CITROËN,C4,2,2017-2019,8.0,2,"50,000-90,000 DKK",76211,139375,4,6.5,False,True,37271,0.8906,38940,True,56280,15860,18948,130028,20004,14014,0.655,0.6398,0.9717,8658.415841584158,2440.0,0.347,False,True,1717,259528,190,False,0.6677,high,,False,False,,False,True,41,A,0.4245,0.5,0.5,101,C,121,A
CITROËN,C4,3,2014-2016,11.0,2,"50,000-90,000 DKK",59592,139375,4,3.5,True,True,44598,1.0657,14994,True,34008,6860,14441,70303,20087,15803,0.5711,0.5558,1.3753,9716.666666666666,1960.0,0.4643,False,True,2561,133337,190,False,0.6677,high,,False,False,,False,True,44,B,0.5899,0.5,0.5,40,A,217,B
CITROËN,C4,4,2010-2013,14.5,1,"Up to 50,000 DKK",41848,207833,,,,False,,,,False,,,,,19590,19590,0.4989,0.4894,1.8824,11023.109243697478,2920.0,0.432,False,True,3228,104425,190,False,0.6677,high,,False,False,,False,True,48,B,0.48,0.5,0.5,45,B,398,C
OPEL,INSIGNIA,1,2020-2022,5.0,4,"150,000-250,000 DKK",171385,105250,3,6.0,False,True,69616,0.8002,101769,True,67269,21600,8831,199469,33245,16283,0.8004,0.771,0.4906,11211.538461538463,3600.0,0.4997,False,True,72,153091,1715,False,0.7098,high,,False,False,,False,True,33,B,0.4573,0.5,0.5,49,B,244,B
OPEL,INSIGNIA,2,2017-2019,8.0,3,"90,000-150,000 DKK",137908,139375,4,6.5,False,True,50154,0.8906,87754,True,97444,27040,15592,227831,35051,21550,0.7281,0.6874,0.7996,14991.428571428569,4160.0,0.7031,False,True,1894,281811,1715,False,0.7098,high,,False,False,,False,False,108,C,0.4832,0.5,0.5,67,B,451,C
OPEL,INSIGNIA,3,2014-2016,11.0,2,"50,000-90,000 DKK",86995,139375,4,3.5,True,True,60014,1.0657,26981,True,41361,9730,11120,89192,25483,17775,0.6802,0.6453,1.059,11817.567567567568,2780.0,0.41,False,True,1561,262436,1715,False,0.6677,high,,False,False,,False,True,125,C,0.2194,0.5,0.5,131,D,327,B
OPEL,INSIGNIA,4,2010-2013,14.5,2,"50,000-90,000 DKK",56313,207833,,,,False,,,,False,,,,,19712,19712,0.6316,0.6097,1.3115,11817.567567567568,3960.0,0.5014,False,True,825,99155,1715,False,0.6677,high,,False,False,,False,True,36,A,0.6763,0.5,0.5,22,A,404,C
SEAT,Arona,1,2020-2022,5.0,4,"150,000-250,000 DKK",179086,105250,3,,False,True,,,,False,,,,,14960,14960,0.8163,0.8308,0.3826,12212.195121951221,1600.0,0.4778,False,True,1308,88369,149,False,0.7098,high,,True,False,no_exit_band_data,False,False,,,,,,,,177,B
SEAT,Arona,2,2017-2019,8.0,4,"150,000-250,000 DKK",151199,139375,4,,False,True,,,,False,,,,,14957,14957,0.7191,0.7404,0.6592,11379.545454545456,1600.0,0.5308,False,True,1885,4392,149,False,0.7098,high,,True,False,no_exit_band_data,False,False,,,,,,,,176,B
AUDI,Q5,1,2020-2022,5.0,5,"Above 250,000 DKK",521543,105250,3,6.0,False,True,169912,0.8002,351631,True,48299,5520,7506,412956,68826,10221,0.8816,0.8758,0.417,8049.83922829582,920.0,0.6851,False,True,1217,132699,32,False,0.7098,medium,,False,False,,True,False,41,C,0.5093,0.5,0.5,29,B,33,S
AUDI,Q5,2,2017-2019,8.0,5,"Above 250,000 DKK",410711,139375,4,6.5,False,True,107804,0.8906,302907,True,88816,36660,12525,440909,67832,21231,0.8399,0.8287,0.6423,13664.062499999998,5640.0,0.6074,False,True,648,111570,32,False,0.7098,medium,,False,False,,False,True,39,B,0.3796,0.5,0.5,44,C,445,C
AUDI,Q5,3,2014-2016,11.0,4,"150,000-250,000 DKK",212329,139375,4,3.5,True,True,128998,1.0657,83331,True,54333,23800,11004,172468,49277,25468,0.7914,0.77,1.048,15523.668639053254,6800.0,0.6194,False,True,579,67928,32,False,0.7098,medium,,False,False,,False,True,78,D,0.311,0.5,0.5,72,C,507,D
AUDI,Q5,4,2010-2013,14.5,3,"90,000-150,000 DKK",121043,207833,,,,False,,,,False,,,,,31364,31364,0.7256,0.6949,1.6461,18346.153846153844,8080.0,0.8039,False,True,538,32587,32,False,0.7098,medium,,False,False,,False,True,90,C,0.6261,0.5,0.5,28,A,529,D
SKODA,SCALA,1,2020-2022,5.0,4,"150,000-250,000 DKK",174300,105250,3,,False,True,,,,False,,,,,13877,13877,0.8475,0.8584,0.2992,11379.545454545456,1600.0,0.4641,False,True,1824,8086,44,False,0.7098,medium,,True,False,no_exit_band_data,False,False,,,,,,,,117,A
SKODA,SCALA,2,2017-2019,8.0,4,"150,000-250,000 DKK",156874,139375,4,,False,True,,,,False,,,,,12980,12980,,,,11379.545454545456,1600.0,0.5139,True,False,561,0,44,False,0.7098,medium,,True,True,no_exit_band_data,False,False,,,,,,,,,
PEUGEOT,508,1,2020-2022,5.0,4,"150,000-250,000 DKK",213896,105250,3,6.0,False,True,56109,0.8002,157787,True,39425,6840,7353,211405,35234,8936,0.8187,0.8075,0.4085,6570.866141732284,1140.0,0.6088,False,True,1749,12758,661,False,0.7098,high,,False,False,,True,True,46,B,0.5,0.5,0.5,42,B,19,S
